subject,course_number,course_text_narrative,title_short_desc
DANC,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In Dance
DES,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In Design
ECED,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop
ECON,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In Economics
ELED,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop
ENG,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In English
ENGR,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop
FACS,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop
FIN,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In Finance
FLGN,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop
FMCD,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop
FMKT,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop
FNRL,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop
FRCH,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In French
FRSC,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop in Forensic Science
GEO,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In Geography
GERM,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In German
GRK,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop in Greek
HIST,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In History
HLTH,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In Health
